,number,values_0,values_1,datetime_start,datetime_complete,duration,params_checks,params_n_ratio,params_nskip,params_trees,params_w1,params_w2,system_attrs_nsga2:generation,system_attrs_nsga2:parents,state
7284,7284,0.22694873716430256,2.6808078289031982,2021-06-19 20:02:22.972132,2021-06-19 20:02:25.661738,0 days 00:00:02.689606,40,0.775837870117549,10,7,30,25,145,"[1028, 3760]",COMPLETE
7285,7285,0.22877228426318294,2.779750108718872,2021-06-19 20:02:25.665794,2021-06-19 20:02:28.454892,0 days 00:00:02.789098,20,0.7044121314824888,10,1,30,25,145,"[6684, 6684]",COMPLETE
7286,7286,0.2285164093947032,2.613166332244873,2021-06-19 20:02:28.458983,2021-06-19 20:02:31.080974,0 days 00:00:02.621991,20,0.7044121314824888,10,5,24,26,145,"[2209, 5853]",COMPLETE
7287,7287,0.3096461867434902,3.400831460952759,2021-06-19 20:02:31.085167,2021-06-19 20:02:34.495066,0 days 00:00:03.409899,40,0.7044121314824888,4,1,30,10,145,"[6592, 1929]",COMPLETE
7288,7288,0.23004140567001374,2.8263444900512695,2021-06-19 20:02:34.499164,2021-06-19 20:02:37.334170,0 days 00:00:02.835006,30,0.7044121314824888,10,9,30,26,145,"[3100, 2963]",COMPLETE
7289,7289,0.2987959394885436,2.5563411712646484,2021-06-19 20:02:37.338232,2021-06-19 20:02:39.903660,0 days 00:00:02.565428,10,0.7044121314824888,10,1,22,4,145,"[2209, 849]",COMPLETE
7290,7290,0.2537887381942143,3.0166499614715576,2021-06-19 20:02:39.907810,2021-06-19 20:02:42.933334,0 days 00:00:03.025524,40,0.775837870117549,7,1,30,25,145,"[6763, 4419]",COMPLETE
7291,7291,0.24563394321788934,2.7989959716796875,2021-06-19 20:02:42.937320,2021-06-19 20:02:45.745402,0 days 00:00:02.808082,10,0.775837870117549,7,1,30,26,145,"[3760, 5654]",COMPLETE
7292,7292,0.23561379408118346,2.6022450923919678,2021-06-19 20:02:45.749525,2021-06-19 20:02:48.360597,0 days 00:00:02.611072,20,0.775837870117549,10,1,30,25,145,"[1244, 5853]",COMPLETE
7293,7293,0.2354900123411694,2.804189920425415,2021-06-19 20:02:48.364622,2021-06-19 20:02:51.177807,0 days 00:00:02.813185,10,0.775837870117549,10,1,21,25,145,"[3082, 880]",COMPLETE
7294,7294,0.23118840134071894,2.5906729698181152,2021-06-19 20:02:51.181874,2021-06-19 20:02:53.781295,0 days 00:00:02.599421,20,0.7492482924832433,10,1,30,25,145,"[1735, 4879]",COMPLETE
7295,7295,0.23292574687038373,2.6159050464630127,2021-06-19 20:02:53.785214,2021-06-19 20:02:56.409794,0 days 00:00:02.624580,10,0.7492482924832433,10,1,30,25,145,"[880, 1028]",COMPLETE
7296,7296,0.25952702762216007,3.141819477081299,2021-06-19 20:02:56.413937,2021-06-19 20:02:59.565643,0 days 00:00:03.151706,20,0.775837870117549,6,1,29,26,145,"[1974, 3566]",COMPLETE
7297,7297,0.27034578907781553,3.1522960662841797,2021-06-19 20:02:59.569438,2021-06-19 20:03:02.730516,0 days 00:00:03.161078,10,0.8628179507443101,5,1,30,25,145,"[1389, 1389]",COMPLETE
7298,7298,inf,inf,2021-06-19 20:03:02.734181,2021-06-19 20:03:02.909614,0 days 00:00:00.175433,10,0.3532049317837004,10,1,28,25,145,"[4879, 2659]",COMPLETE
7299,7299,inf,inf,2021-06-19 20:03:02.917591,2021-06-19 20:03:03.088040,0 days 00:00:00.170449,10,0.43095258626114785,10,1,28,25,145,"[2659, 1929]",COMPLETE
7300,7300,0.24113348440869087,2.7053232192993164,2021-06-19 20:03:03.104611,2021-06-19 20:04:14.865865,0 days 00:01:11.761254,20,0.775837870117549,8,1,30,25,146,"[316, 6835]",COMPLETE
7301,7301,0.23143815340095747,2.6553213596343994,2021-06-19 20:04:14.873088,2021-06-19 20:04:17.537707,0 days 00:00:02.664619,20,0.775837870117549,10,11,20,25,146,"[6968, 6968]",COMPLETE
7302,7302,0.2311648900811541,2.620093822479248,2021-06-19 20:04:17.541822,2021-06-19 20:04:20.170944,0 days 00:00:02.629122,40,0.7382466778649304,10,1,30,26,146,"[4419, 6219]",COMPLETE
7303,7303,0.2775692106180443,2.7496368885040283,2021-06-19 20:04:20.174906,2021-06-19 20:04:22.933447,0 days 00:00:02.758541,30,0.7044121314824888,10,1,24,9,146,"[2963, 4781]",COMPLETE
7304,7304,0.22824940504911684,2.55869722366333,2021-06-19 20:04:22.937325,2021-06-19 20:04:25.504830,0 days 00:00:02.567505,20,0.8047024443354969,10,1,30,25,146,"[6968, 2063]",COMPLETE
7305,7305,0.2757522372389462,2.6751766204833984,2021-06-19 20:04:25.508770,2021-06-19 20:04:28.192893,0 days 00:00:02.684123,100,0.7044121314824888,10,9,24,13,146,"[2063, 3256]",COMPLETE
7306,7306,0.3091860801050153,5.717116832733154,2021-06-19 20:04:28.197000,2021-06-19 20:04:33.923146,0 days 00:00:05.726146,20,0.7492482924832433,1,1,30,25,146,"[6763, 6684]",COMPLETE
7307,7307,0.23330132103550086,2.6562860012054443,2021-06-19 20:04:33.927135,2021-06-19 20:04:36.592230,0 days 00:00:02.665095,30,0.6835219084921726,10,9,30,26,146,"[2963, 6351]",COMPLETE
7308,7308,0.23457908826760207,2.543724775314331,2021-06-19 20:04:36.596466,2021-06-19 20:04:39.148975,0 days 00:00:02.552509,10,0.7044121314824888,10,1,24,25,146,"[5379, 3195]",COMPLETE
7309,7309,0.23009507383740857,2.8098738193511963,2021-06-19 20:04:39.153114,2021-06-19 20:04:41.971730,0 days 00:00:02.818616,90,0.7492482924832433,10,1,23,26,146,"[2078, 2078]",COMPLETE
7310,7310,0.23567259980024305,2.5892581939697266,2021-06-19 20:04:41.975681,2021-06-19 20:04:44.574063,0 days 00:00:02.598382,40,0.775837870117549,10,1,30,23,146,"[3760, 6854]",COMPLETE
7311,7311,0.2287920749943361,2.623652458190918,2021-06-19 20:04:44.578096,2021-06-19 20:04:47.210448,0 days 00:00:02.632352,20,0.7044121314824888,10,9,26,26,146,"[5654, 411]",COMPLETE
7312,7312,inf,inf,2021-06-19 20:04:47.214412,2021-06-19 20:04:47.390159,0 days 00:00:00.175747,20,0.42506791314089865,10,15,30,26,146,"[5495, 7005]",COMPLETE
7313,7313,0.25147635534101864,3.0187225341796875,2021-06-19 20:04:47.397358,2021-06-19 20:04:50.458021,0 days 00:00:03.060663,20,0.7044121314824888,7,1,18,26,146,"[3100, 3256]",COMPLETE
7314,7314,0.23300226560621987,2.5488367080688477,2021-06-19 20:04:50.462142,2021-06-19 20:04:53.019868,0 days 00:00:02.557726,20,0.7492482924832433,10,1,23,26,146,"[6835, 2078]",COMPLETE
7315,7315,0.23494733886567612,2.571129322052002,2021-06-19 20:04:53.024070,2021-06-19 20:04:55.604387,0 days 00:00:02.580317,20,0.7492482924832433,10,1,30,25,146,"[1389, 5853]",COMPLETE
7316,7316,0.29126019594747093,3.876396417617798,2021-06-19 20:04:55.608401,2021-06-19 20:04:59.493474,0 days 00:00:03.885073,20,0.7044121314824888,3,1,30,25,146,"[3100, 3100]",COMPLETE
7317,7317,0.23289771745723342,2.546154499053955,2021-06-19 20:04:59.497566,2021-06-19 20:05:02.052649,0 days 00:00:02.555083,20,0.7042759282431277,10,1,30,25,146,"[3100, 3195]",COMPLETE
7318,7318,0.280635416238072,2.8745834827423096,2021-06-19 20:05:02.056737,2021-06-19 20:05:04.940440,0 days 00:00:02.883703,40,0.6942453814817259,10,13,30,14,146,"[4943, 4236]",COMPLETE
7319,7319,0.2545120049998224,2.9061877727508545,2021-06-19 20:05:04.944404,2021-06-19 20:05:07.859782,0 days 00:00:02.915378,20,0.775837870117549,7,8,30,25,146,"[2991, 7005]",COMPLETE
7320,7320,0.22875142630697695,2.621504068374634,2021-06-19 20:05:07.863910,2021-06-19 20:05:10.494580,0 days 00:00:02.630670,20,0.7044121314824888,10,9,30,26,146,"[6835, 411]",COMPLETE
7321,7321,0.2314511178595613,2.850446939468384,2021-06-19 20:05:10.498683,2021-06-19 20:05:13.358084,0 days 00:00:02.859401,70,0.775837870117549,10,2,30,26,146,"[1929, 1974]",COMPLETE
7322,7322,0.22966773083863087,2.5489070415496826,2021-06-19 20:05:13.362095,2021-06-19 20:05:15.919749,0 days 00:00:02.557654,20,0.775837870117549,10,1,30,26,146,"[6351, 4943]",COMPLETE
7323,7323,inf,inf,2021-06-19 20:05:15.923849,2021-06-19 20:05:16.219464,0 days 00:00:00.295615,20,0.4616473614517533,10,1,30,24,146,"[880, 6763]",COMPLETE
7324,7324,0.23517231302290864,2.550032615661621,2021-06-19 20:05:16.226010,2021-06-19 20:05:18.805984,0 days 00:00:02.579974,20,0.7044121314824888,10,1,30,25,146,"[4781, 4781]",COMPLETE
7325,7325,0.23207599184749397,2.7981090545654297,2021-06-19 20:05:18.810066,2021-06-19 20:05:21.617165,0 days 00:00:02.807099,20,0.775837870117549,10,10,30,25,146,"[5145, 3260]",COMPLETE
7326,7326,0.2303041691647488,2.568323850631714,2021-06-19 20:05:21.621233,2021-06-19 20:05:24.198429,0 days 00:00:02.577196,20,0.775837870117549,10,1,23,25,146,"[2078, 5853]",COMPLETE
7327,7327,0.23243449584488252,2.537372350692749,2021-06-19 20:05:24.202559,2021-06-19 20:05:26.748678,0 days 00:00:02.546119,20,0.7492482924832433,10,1,30,25,146,"[5495, 1735]",COMPLETE
7328,7328,0.23010484064733522,2.8463244438171387,2021-06-19 20:05:26.752726,2021-06-19 20:05:29.607756,0 days 00:00:02.855030,20,0.775837870117549,10,15,24,25,146,"[2762, 4419]",COMPLETE
7329,7329,inf,inf,2021-06-19 20:05:29.611566,2021-06-19 20:05:29.886917,0 days 00:00:00.275351,10,0.45180411027126666,10,1,30,2,146,"[1244, 5379]",COMPLETE
7330,7330,0.23238427235606945,2.6234896183013916,2021-06-19 20:05:29.895009,2021-06-19 20:05:32.551575,0 days 00:00:02.656566,40,0.7492482924832433,10,1,19,25,146,"[4419, 1389]",COMPLETE
7331,7331,inf,inf,2021-06-19 20:05:32.555801,2021-06-19 20:05:32.993403,0 days 00:00:00.437602,20,0.5545063407479522,10,1,30,25,146,"[4236, 1244]",COMPLETE
7332,7332,0.23123790342927558,2.6010050773620605,2021-06-19 20:05:33.000472,2021-06-19 20:05:35.622972,0 days 00:00:02.622500,20,0.7044121314824888,10,1,30,25,146,"[1244, 880]",COMPLETE
7333,7333,0.3050674788621537,6.003921747207642,2021-06-19 20:05:35.627076,2021-06-19 20:05:41.640433,0 days 00:00:06.013357,0,0.7100511651342796,1,15,8,25,146,"[2762, 1028]",COMPLETE
7334,7334,0.23374579400423864,2.541104555130005,2021-06-19 20:05:41.644535,2021-06-19 20:05:44.194524,0 days 00:00:02.549989,0,0.6415492259649922,10,1,22,25,146,"[5495, 849]",COMPLETE
7335,7335,0.23336950920628616,2.7372970581054688,2021-06-19 20:05:44.198536,2021-06-19 20:05:46.944559,0 days 00:00:02.746023,10,0.775837870117549,10,1,30,25,146,"[880, 3082]",COMPLETE
7336,7336,0.23780923449848995,2.5818328857421875,2021-06-19 20:05:46.948422,2021-06-19 20:05:49.539182,0 days 00:00:02.590760,10,0.775837870117549,10,1,12,25,146,"[6968, 1389]",COMPLETE
7337,7337,0.22927513989071868,2.6670641899108887,2021-06-19 20:05:49.543326,2021-06-19 20:05:52.219581,0 days 00:00:02.676255,20,0.7407725710820087,10,15,26,25,146,"[3256, 2762]",COMPLETE
7338,7338,0.23134188130653005,2.737867593765259,2021-06-19 20:05:52.223443,2021-06-19 20:05:54.970942,0 days 00:00:02.747499,20,0.7044121314824888,10,1,30,25,146,"[1244, 2209]",COMPLETE
7339,7339,0.23055553679559654,2.5906460285186768,2021-06-19 20:05:54.974546,2021-06-19 20:05:57.573828,0 days 00:00:02.599282,20,0.775837870117549,10,1,30,26,146,"[5654, 1929]",COMPLETE
7340,7340,0.24208380546086977,2.6141443252563477,2021-06-19 20:05:57.578065,2021-06-19 20:06:00.201278,0 days 00:00:02.623213,20,0.7044121314824888,10,1,2,25,146,"[6684, 3566]",COMPLETE
7341,7341,0.23142164048901795,2.7935526371002197,2021-06-19 20:06:00.205362,2021-06-19 20:06:03.007875,0 days 00:00:02.802513,20,0.775837870117549,10,4,30,25,146,"[1389, 6592]",COMPLETE
7342,7342,0.23491771058748628,2.5508131980895996,2021-06-19 20:06:03.011914,2021-06-19 20:06:05.571694,0 days 00:00:02.559780,20,0.8047024443354969,10,1,9,25,146,"[2063, 2063]",COMPLETE
7343,7343,0.2307820104946793,2.5988335609436035,2021-06-19 20:06:05.575824,2021-06-19 20:06:08.183577,0 days 00:00:02.607753,20,0.7044121314824888,10,9,30,25,146,"[5495, 1244]",COMPLETE
7344,7344,0.23300548942025978,2.8039627075195312,2021-06-19 20:06:08.187656,2021-06-19 20:06:11.000427,0 days 00:00:02.812771,20,0.7044121314824888,10,1,22,23,146,"[849, 2209]",COMPLETE
7345,7345,0.32204413989455055,9.062780618667603,2021-06-19 20:06:11.004670,2021-06-19 20:06:20.077260,0 days 00:00:09.072590,20,0.775837870117549,0,1,30,26,146,"[4331, 5145]",COMPLETE
7346,7346,0.23157478353863412,2.573554039001465,2021-06-19 20:06:20.081182,2021-06-19 20:06:22.663520,0 days 00:00:02.582338,20,0.775837870117549,10,1,30,25,146,"[5853, 6592]",COMPLETE
7347,7347,0.23376045203106965,2.768089771270752,2021-06-19 20:06:22.667823,2021-06-19 20:06:25.445180,0 days 00:00:02.777357,10,0.6415492259649922,10,1,22,23,146,"[849, 2078]",COMPLETE
7348,7348,0.23259634023007095,2.6154065132141113,2021-06-19 20:06:25.449366,2021-06-19 20:06:28.073696,0 days 00:00:02.624330,20,0.7044121314824888,10,9,30,26,146,"[2991, 411]",COMPLETE
7349,7349,0.23695400837179514,2.816904306411743,2021-06-19 20:06:28.077693,2021-06-19 20:06:30.903670,0 days 00:00:02.825977,80,0.7044121314824888,10,1,10,25,146,"[316, 5379]",COMPLETE
7350,7350,0.22996447048956029,2.602036237716675,2021-06-19 20:06:30.907709,2021-06-19 20:06:33.566035,0 days 00:00:02.658326,30,0.775837870117549,10,1,30,26,147,"[6751, 6751]",COMPLETE
7351,7351,0.2326215004102916,2.5793941020965576,2021-06-19 20:06:33.570197,2021-06-19 20:06:36.158579,0 days 00:00:02.588382,20,0.775837870117549,10,1,30,25,147,"[3082, 2991]",COMPLETE
7352,7352,inf,inf,2021-06-19 20:06:36.162460,2021-06-19 20:06:37.378796,0 days 00:00:01.216336,20,0.5314171687622735,2,1,30,26,147,"[1735, 6854]",COMPLETE
7353,7353,0.23150911202997765,2.8003952503204346,2021-06-19 20:06:37.390009,2021-06-19 20:06:40.216533,0 days 00:00:02.826524,50,0.7492482924832433,10,1,30,25,147,"[1735, 7029]",COMPLETE
7354,7354,0.2306863782694699,2.543215036392212,2021-06-19 20:06:40.220580,2021-06-19 20:06:42.772490,0 days 00:00:02.551910,20,0.7044121314824888,10,1,24,26,147,"[5379, 7029]",COMPLETE
7355,7355,0.23070478165002156,2.5581371784210205,2021-06-19 20:06:42.776601,2021-06-19 20:06:45.343582,0 days 00:00:02.566981,20,0.775837870117549,10,1,30,25,147,"[4419, 4879]",COMPLETE
7356,7356,0.2820126880326779,2.783759593963623,2021-06-19 20:06:45.347656,2021-06-19 20:06:48.140733,0 days 00:00:02.793077,10,0.7492482924832433,10,1,30,10,147,"[6763, 1389]",COMPLETE
7357,7357,0.2523369300679288,2.661651134490967,2021-06-19 20:06:48.144536,2021-06-19 20:06:50.815179,0 days 00:00:02.670643,20,0.8047024443354969,10,14,29,17,147,"[6219, 6219]",COMPLETE
7358,7358,0.23269467840512673,2.582686185836792,2021-06-19 20:06:50.819406,2021-06-19 20:06:53.411051,0 days 00:00:02.591645,40,0.775837870117549,10,1,18,26,147,"[3760, 6835]",COMPLETE
7359,7359,0.24813961943270324,2.7905354499816895,2021-06-19 20:06:53.414921,2021-06-19 20:06:56.214417,0 days 00:00:02.799496,50,0.7492482924832433,10,1,30,19,147,"[3566, 2078]",COMPLETE
7360,7360,0.22911534157618083,2.560274600982666,2021-06-19 20:06:56.218456,2021-06-19 20:06:58.787591,0 days 00:00:02.569135,20,0.775837870117549,10,1,28,25,147,"[4419, 6592]",COMPLETE
7361,7361,0.257828709748575,2.782897710800171,2021-06-19 20:06:58.791604,2021-06-19 20:07:01.583711,0 days 00:00:02.792107,10,0.7044121314824888,7,1,24,24,147,"[3195, 5379]",COMPLETE
7362,7362,0.23179586436101587,2.7723615169525146,2021-06-19 20:07:01.587970,2021-06-19 20:07:04.370046,0 days 00:00:02.782076,10,0.7044121314824888,10,9,26,26,147,"[4331, 3256]",COMPLETE
7363,7363,0.23326795145859336,2.5635721683502197,2021-06-19 20:07:04.374062,2021-06-19 20:07:06.946342,0 days 00:00:02.572280,20,0.8047024443354969,10,1,24,25,147,"[2063, 2063]",COMPLETE
7364,7364,0.274781809931581,2.567627429962158,2021-06-19 20:07:06.950482,2021-06-19 20:07:09.527271,0 days 00:00:02.576789,20,0.775837870117549,10,1,30,11,147,"[5852, 6751]",COMPLETE
7365,7365,0.27946583032182915,2.765744209289551,2021-06-19 20:07:09.531488,2021-06-19 20:07:12.306376,0 days 00:00:02.774888,20,0.8636393514750402,10,1,30,8,147,"[3195, 6835]",COMPLETE
7366,7366,0.24351053799410782,2.5499167442321777,2021-06-19 20:07:12.310179,2021-06-19 20:07:14.868933,0 days 00:00:02.558754,20,0.775837870117549,10,1,30,20,147,"[7005, 1974]",COMPLETE
7367,7367,0.23824823309211038,2.5964159965515137,2021-06-19 20:07:14.873014,2021-06-19 20:07:17.478814,0 days 00:00:02.605800,70,0.8047024443354969,10,1,7,25,147,"[2063, 5853]",COMPLETE
7368,7368,0.23221879301676762,2.798170804977417,2021-06-19 20:07:17.482859,2021-06-19 20:07:20.290024,0 days 00:00:02.807165,20,0.7100511651342796,10,14,24,25,147,"[3082, 2762]",COMPLETE
7369,7369,0.26842091867638246,2.9476516246795654,2021-06-19 20:07:20.293944,2021-06-19 20:07:23.250449,0 days 00:00:02.956505,20,0.7044121314824888,6,1,24,26,147,"[4236, 5379]",COMPLETE
7370,7370,0.2849086879406766,2.5750410556793213,2021-06-19 20:07:23.254601,2021-06-19 20:07:25.838640,0 days 00:00:02.584039,20,0.775837870117549,10,1,9,10,147,"[1735, 5654]",COMPLETE
7371,7371,0.22824295636581676,2.7657222747802734,2021-06-19 20:07:25.842342,2021-06-19 20:07:28.616722,0 days 00:00:02.774380,20,0.8047024443354969,10,1,30,25,147,"[5641, 1244]",COMPLETE
7372,7372,0.30380513106680285,4.327767610549927,2021-06-19 20:07:28.620620,2021-06-19 20:07:32.957548,0 days 00:00:04.336928,50,0.7492482924832433,2,1,30,26,147,"[6854, 880]",COMPLETE
7373,7373,0.23516154731506803,2.5590450763702393,2021-06-19 20:07:32.961778,2021-06-19 20:07:35.529859,0 days 00:00:02.568081,20,0.7044121314824888,10,1,24,26,147,"[2209, 411]",COMPLETE
7374,7374,0.23500942863227084,2.7521591186523438,2021-06-19 20:07:35.533932,2021-06-19 20:07:38.295172,0 days 00:00:02.761240,20,0.7044121314824888,10,1,14,25,147,"[1735, 6684]",COMPLETE
7375,7375,0.29492221216760034,2.704338550567627,2021-06-19 20:07:38.299265,2021-06-19 20:07:41.012731,0 days 00:00:02.713466,0,0.775837870117549,10,9,30,5,147,"[5852, 1244]",COMPLETE
7376,7376,0.23270882965238324,2.676523447036743,2021-06-19 20:07:41.016519,2021-06-19 20:07:43.702059,0 days 00:00:02.685540,40,0.7044121314824888,9,7,30,25,147,"[3195, 3760]",COMPLETE
7377,7377,0.23043826623229569,2.769404411315918,2021-06-19 20:07:43.706066,2021-06-19 20:07:46.484354,0 days 00:00:02.778288,20,0.775837870117549,10,1,24,26,147,"[900, 6351]",COMPLETE
7378,7378,0.3056072234159606,3.858661651611328,2021-06-19 20:07:46.488051,2021-06-19 20:07:50.355776,0 days 00:00:03.867725,20,0.7044121314824888,3,13,30,18,147,"[6751, 3260]",COMPLETE
7379,7379,0.3097001053298471,5.661329030990601,2021-06-19 20:07:50.359454,2021-06-19 20:07:56.029750,0 days 00:00:05.670296,20,0.775837870117549,1,1,24,25,147,"[3760, 2762]",COMPLETE
7380,7380,0.23150869924402648,2.611328601837158,2021-06-19 20:07:56.033539,2021-06-19 20:07:58.653709,0 days 00:00:02.620170,20,0.775837870117549,10,5,23,26,147,"[7005, 2078]",COMPLETE
7381,7381,0.23811950361686307,2.570331335067749,2021-06-19 20:07:58.657931,2021-06-19 20:08:01.237673,0 days 00:00:02.579742,20,0.7492482924832433,10,1,25,29,147,"[1244, 1028]",COMPLETE
7382,7382,0.230726266353149,2.8124489784240723,2021-06-19 20:08:01.241830,2021-06-19 20:08:04.063290,0 days 00:00:02.821460,20,0.775837870117549,10,15,29,25,147,"[5495, 5654]",COMPLETE
7383,7383,0.23179476933749515,2.554441213607788,2021-06-19 20:08:04.067398,2021-06-19 20:08:06.630681,0 days 00:00:02.563283,20,0.775837870117549,10,1,30,25,147,"[1735, 5145]",COMPLETE
7384,7384,0.22973308864696443,2.5849764347076416,2021-06-19 20:08:06.634827,2021-06-19 20:08:09.228582,0 days 00:00:02.593755,20,0.7044121314824888,10,1,28,25,147,"[2659, 3100]",COMPLETE
7385,7385,0.23572257276769015,2.8577401638031006,2021-06-19 20:08:09.232709,2021-06-19 20:08:12.099504,0 days 00:00:02.866795,80,0.775837870117549,10,1,17,26,147,"[1159, 6351]",COMPLETE
7386,7386,0.25144113943816715,2.6038684844970703,2021-06-19 20:08:12.103475,2021-06-19 20:08:14.716312,0 days 00:00:02.612837,20,0.7044121314824888,10,1,30,17,147,"[1929, 7029]",COMPLETE
7387,7387,0.3064788932950275,2.520888566970825,2021-06-19 20:08:14.720324,2021-06-19 20:08:17.250391,0 days 00:00:02.530067,20,0.775837870117549,10,1,30,1,147,"[2991, 6351]",COMPLETE
7388,7388,0.32035952730511597,10.89825701713562,2021-06-19 20:08:17.254314,2021-06-19 20:08:28.161483,0 days 00:00:10.907169,20,0.9382343876858183,0,1,30,25,147,"[880, 4781]",COMPLETE
7389,7389,0.22898691616092257,2.5911269187927246,2021-06-19 20:08:28.165450,2021-06-19 20:08:30.765686,0 days 00:00:02.600236,10,0.7044121314824888,10,1,30,26,147,"[6835, 2659]",COMPLETE
7390,7390,0.2280642716834991,2.767206907272339,2021-06-19 20:08:30.769903,2021-06-19 20:08:33.546138,0 days 00:00:02.776235,20,0.775837870117549,10,1,30,25,147,"[4879, 7029]",COMPLETE
7391,7391,0.240281025781293,2.664666175842285,2021-06-19 20:08:33.550204,2021-06-19 20:08:36.223956,0 days 00:00:02.673752,20,0.775837870117549,9,1,30,26,147,"[6751, 5654]",COMPLETE
7392,7392,0.2964533740657049,4.456070423126221,2021-06-19 20:08:36.228096,2021-06-19 20:08:40.693177,0 days 00:00:04.465081,20,0.775837870117549,2,1,30,25,147,"[5145, 7029]",COMPLETE
7393,7393,0.23904175315900705,2.7532942295074463,2021-06-19 20:08:40.697513,2021-06-19 20:08:43.460660,0 days 00:00:02.763147,10,0.7492482924832433,10,1,29,26,147,"[6854, 880]",COMPLETE
7394,7394,0.2283198534668351,2.5955464839935303,2021-06-19 20:08:43.465035,2021-06-19 20:08:46.070360,0 days 00:00:02.605325,20,0.775837870117549,10,1,30,26,147,"[6854, 6592]",COMPLETE
7395,7395,0.23049555829878923,2.5667567253112793,2021-06-19 20:08:46.074465,2021-06-19 20:08:48.650046,0 days 00:00:02.575581,20,0.8047024443354969,10,1,30,25,147,"[2063, 7029]",COMPLETE
7396,7396,0.23294806036662347,2.7550535202026367,2021-06-19 20:08:48.653975,2021-06-19 20:08:51.418046,0 days 00:00:02.764071,20,0.7492482924832433,10,1,26,25,147,"[1735, 5145]",COMPLETE
7397,7397,0.22868400475160486,2.5741491317749023,2021-06-19 20:08:51.422237,2021-06-19 20:08:54.005473,0 days 00:00:02.583236,20,0.775837870117549,10,1,30,25,147,"[4879, 2991]",COMPLETE
7398,7398,0.2361737333313482,2.8540475368499756,2021-06-19 20:08:54.009592,2021-06-19 20:08:56.872694,0 days 00:00:02.863102,20,0.775837870117549,9,9,26,25,147,"[5145, 3256]",COMPLETE
7399,7399,0.23243592098729365,2.6100807189941406,2021-06-19 20:08:56.876695,2021-06-19 20:08:59.495656,0 days 00:00:02.618961,20,0.8935111659105814,10,1,30,26,147,"[6351, 3260]",COMPLETE
7400,7400,0.2288569837739329,2.635711669921875,2021-06-19 20:08:59.499733,2021-06-19 20:10:13.712467,0 days 00:01:14.212734,50,0.775837870117549,10,1,30,26,148,"[2991, 1974]",COMPLETE
7401,7401,0.2344767160643129,2.781266212463379,2021-06-19 20:10:13.719992,2021-06-19 20:10:16.511373,0 days 00:00:02.791381,10,0.7492482924832433,10,1,30,25,148,"[880, 1389]",COMPLETE
7402,7402,0.23113405467301393,2.577340602874756,2021-06-19 20:10:16.515349,2021-06-19 20:10:19.101518,0 days 00:00:02.586169,20,0.7044121314824888,10,1,22,25,148,"[3260, 849]",COMPLETE
7403,7403,0.22955457172368773,2.562687397003174,2021-06-19 20:10:19.105501,2021-06-19 20:10:21.677056,0 days 00:00:02.571555,20,0.775837870117549,10,1,30,25,148,"[7005, 5495]",COMPLETE
7404,7404,0.260875140456336,3.1130423545837402,2021-06-19 20:10:21.681139,2021-06-19 20:10:24.803359,0 days 00:00:03.122220,50,0.7044121314824888,6,1,26,25,148,"[5145, 411]",COMPLETE
7405,7405,0.30851465563729535,5.476779937744141,2021-06-19 20:10:24.807421,2021-06-19 20:10:30.293471,0 days 00:00:05.486050,20,0.775837870117549,1,1,30,25,148,"[4879, 4236]",COMPLETE
7406,7406,0.23140990609319612,2.7794346809387207,2021-06-19 20:10:30.297580,2021-06-19 20:10:33.085789,0 days 00:00:02.788209,20,0.7044121314824888,10,1,30,25,148,"[4879, 1929]",COMPLETE
7407,7407,0.22857913746097633,2.6869523525238037,2021-06-19 20:10:33.089492,2021-06-19 20:10:35.785460,0 days 00:00:02.695968,10,0.7044121314824888,10,15,30,25,148,"[3260, 2659]",COMPLETE
7408,7408,0.2286367027301123,2.582017421722412,2021-06-19 20:10:35.789729,2021-06-19 20:10:38.380910,0 days 00:00:02.591181,20,0.7100511651342796,10,1,27,25,148,"[7029, 2762]",COMPLETE
7409,7409,0.23691961891991148,2.807996988296509,2021-06-19 20:10:38.385152,2021-06-19 20:10:41.202161,0 days 00:00:02.817009,20,0.7044121314824888,10,9,9,26,148,"[411, 4236]",COMPLETE
7410,7410,0.28210494199920066,2.6587464809417725,2021-06-19 20:10:41.206096,2021-06-19 20:10:43.873946,0 days 00:00:02.667850,20,0.7492482924832433,10,1,16,9,148,"[6592, 1028]",COMPLETE
7411,7411,0.26832241751763863,2.568791389465332,2021-06-19 20:10:43.878040,2021-06-19 20:10:46.456918,0 days 00:00:02.578878,20,0.7044121314824888,10,1,20,15,148,"[3260, 6684]",COMPLETE
7412,7412,0.24288414650165438,2.7545056343078613,2021-06-19 20:10:46.460954,2021-06-19 20:10:49.224395,0 days 00:00:02.763441,20,0.7044121314824888,10,1,1,25,148,"[5145, 4236]",COMPLETE
7413,7413,0.28301432556246675,3.3302955627441406,2021-06-19 20:10:49.228335,2021-06-19 20:10:52.567500,0 days 00:00:03.339165,20,0.7492482924832433,4,1,30,25,148,"[880, 1974]",COMPLETE
7414,7414,0.22824748943186998,2.573289632797241,2021-06-19 20:10:52.571564,2021-06-19 20:10:55.153847,0 days 00:00:02.582283,20,0.775837870117549,10,1,23,25,148,"[3082, 6592]",COMPLETE
7415,7415,0.23494482230126693,2.7716360092163086,2021-06-19 20:10:55.158000,2021-06-19 20:10:57.938672,0 days 00:00:02.780672,20,0.775837870117549,10,1,30,22,148,"[5852, 6351]",COMPLETE
